cell_id,cycle,QDischarge,QCharge,IR,Tmax,Tavg,chargetime
cell_1,262.0,1.0766497,1.0764276,0.016928058,34.778458,31.760036224014293,13.341604999999982
cell_1,263.0,1.0765942,1.0763942,0.016938994,34.74194,31.706612144513795,13.426438333333499
cell_1,264.0,1.076591,1.0763617,0.016947577,34.541447,31.644202585675437,13.42608333333313
cell_1,265.0,1.0764062,1.0761926,0.01698846,34.318375,31.32300991726614,13.42598333333323
cell_1,266.0,1.0761794,1.0759536,0.017103087,34.268764,31.126442568824082,13.426009999999952
cell_1,267.0,1.0762528,1.0759865,0.017088588,34.368576,31.18792586363633,13.341354999999991
cell_1,268.0,1.0761791,1.0759811,0.017088883,34.383579,31.183438885379083,13.426076666666631
cell_1,269.0,1.0761017,1.075902,0.017093088,34.31208,31.167357480373862,13.341513333333326
cell_1,270.0,1.0760368,1.0758336,0.017092185,34.3853,31.17599023185842,13.341844999999982
cell_1,271.0,1.07595,1.0757433,0.017114045,34.306137,31.13695628351449,13.341581666666752
cell_1,272.0,1.0759057,1.075703,0.017118368,34.331787,31.111267846994597,13.426148333333307
cell_1,273.0,1.0758588,1.0756401,0.017128985,34.284023,31.110849761046072,13.341820000000007
cell_1,274.0,1.0757933,1.0755914,0.01713342,34.286106,31.11703450448831,13.341658333333422
cell_1,275.0,1.0757918,1.0755787,0.017133584,34.305786,31.108215308943144,13.42610833333359
cell_1,276.0,1.0757444,1.0755607,0.017132532,34.363323,31.170000020257795,13.426065000000138
cell_1,277.0,1.0757467,1.0755329,0.017122207,34.467335,31.219997842625887,13.426133333333322
cell_1,278.0,1.0758823,1.0756961,0.017070115,34.473335,31.357827336986265,13.42628333333317
cell_1,279.0,1.075914,1.0757082,0.017042637,34.452744,31.346847810640206,13.341713333333125
cell_1,280.0,1.0758315,1.0756143,0.017076546,34.246159,31.207350191928313,13.341585000000002
cell_1,281.0,1.0757306,1.0755223,0.01711512,34.389244,31.106075419210026,13.425829999999648
cell_1,282.0,1.075725,1.0754931,0.017052211,34.293396,31.158544026954136,13.34142833333317
cell_1,283.0,1.0756117,1.0754377,0.017089043,34.343079,31.173208451730385,13.425800000000162
cell_1,284.0,1.0755854,1.0753865,0.017103154,34.34079,31.194294875338763,13.341446666666888
cell_1,285.0,1.07567,1.0754396,0.017060958,34.534023,31.318650615736495,13.425754999999965
cell_1,286.0,1.0757643,1.0755523,0.017017754,34.690113,31.541480121669636,13.425950000000011
cell_1,287.0,1.0759091,1.0756639,0.01696066,34.923382,31.726093227836945,13.425746666666722
cell_1,288.0,1.0759318,1.0757551,0.016927367,34.950127,31.864425369786755,13.426346666666602
cell_1,289.0,1.0759945,1.0757787,0.016906742,35.004417,31.902784507207205,13.341433333332922
cell_1,290.0,1.0759889,1.0757669,0.016899835,35.019722,31.944098678990134,13.425999999999961
cell_1,291.0,1.0760155,1.0757411,0.016889852,34.741367,31.761545074439468,13.425999999999961
cell_1,292.0,1.0757146,1.0755208,0.016988557,34.403431,31.45114995117539,13.4259666666665
cell_1,293.0,1.0754582,1.0752559,0.017107591,34.205013,31.116269859907817,13.34136666666697
cell_1,294.0,1.0755191,1.075331,0.017081544,34.239414,31.091708595108706,13.426043333333412
cell_1,295.0,1.0754433,1.0752505,0.017074794,34.134457,31.12592130860808,13.341489999999855
cell_1,296.0,1.0753623,1.0751841,0.017078297,34.192204,31.08975201716353,13.34146166666663
cell_1,297.0,1.0753679,1.075134,0.017043427,34.195381,31.16694701917813,13.42608999999987
cell_1,298.0,1.0752826,1.0750803,0.017076237,34.346001,31.16164819496862,13.341566666666768
cell_1,299.0,1.0752267,1.0750042,0.017081182,34.35038,31.162855489945176,13.426268333332944
cell_1,300.0,1.0751759,1.0749608,0.017085802,34.304371,31.144908773261047,13.425988333333711
cell_1,301.0,1.0750923,1.074877,0.017101463,34.288425,31.130958636446113,13.426166666666782
cell_1,302.0,1.0750625,1.0748354,0.017124351,34.478195,31.177309577348073,13.425991666666716
cell_1,303.0,1.0750893,1.0748242,0.017115057,34.368259,31.194797632152696,13.3413049999998
cell_1,304.0,1.0750437,1.0748334,0.017128566,34.359089,31.22698743421057,13.42611666666635
cell_1,305.0,1.07503,1.0747863,0.017112419,34.276077,31.14988185077351,13.425744999999976
cell_1,306.0,1.0749415,1.0747212,0.017143505,34.495209,31.159490896953393,13.426211666666495
cell_1,307.0,1.07499,1.0748028,0.017115958,34.436234,31.192824093085175,13.42611833333358
cell_1,308.0,1.07499,1.0747821,0.017133728,34.370518,31.16943081977822,13.426031666666677
cell_1,309.0,1.0750219,1.0748166,0.017135529,34.420467,31.214605634703243,13.425706666666763
cell_1,310.0,1.0747842,1.0746263,0.017141089,34.399189,31.207207170818513,13.426105000000097
cell_1,311.0,1.0747573,1.0745493,0.017112771,34.492393,31.20146544743936,13.426004999999714
cell_1,312.0,1.0748076,1.0746006,0.01708848,34.530773,31.315291225000006,13.341356666666494
cell_1,313.0,1.074843,1.0746316,0.017062107,34.529537,31.375480445268934,13.425740000000223
cell_1,314.0,1.0748973,1.0746933,0.017038766,34.661644,31.471886991921,13.341485000000102
cell_1,315.0,1.0749114,1.0746845,0.017033828,34.664383,31.472487576271103,13.34146166666663
cell_1,316.0,1.0748553,1.074668,0.017026048,34.673199,31.53238714778762,13.341431666666177
cell_1,317.0,1.0748824,1.0746579,0.017023981,34.456032,31.488981931283877,13.426291666665929
cell_1,318.0,1.0747553,1.0745455,0.017028788,34.306961,31.25531108132256,13.341690000000138
cell_1,319.0,1.074572,1.0743524,0.017122893,34.53965,31.12619287064213,13.341433333333892
cell_1,320.0,1.0745397,1.0743353,0.017099535,34.404541,31.173252203686605,13.341906666666425
cell_1,321.0,1.0744972,1.0742916,0.01710313,34.539909,31.21270538733031,13.426588333333106
cell_1,322.0,1.0744377,1.0742559,0.017131859,34.47427,31.16682192772185,13.425929999999546
cell_1,323.0,1.0744097,1.0742149,0.017126091,34.427399,31.142897128944902,13.341493333332862
cell_1,324.0,1.0743706,1.0741751,0.017145712,34.430851,31.155471508804414,13.425981666666727
cell_1,325.0,1.0743712,1.0741712,0.017133798,34.312401,31.18099810226245,13.426093333332878
cell_1,326.0,1.0743155,1.0741072,0.017136995,34.422543,31.172042827338217,13.425989999999485
cell_1,327.0,1.0743459,1.0741359,0.01714031,34.333477,31.22356705540415,13.425989999999485
cell_1,328.0,1.074285,1.0740715,0.017133966,34.35165,31.232766678667787,13.425801666666908
cell_1,329.0,1.0742594,1.0740494,0.017143581,34.536732,31.281004636447726,13.341551666666055
cell_1,330.0,1.0745344,1.0743479,0.017033005,35.209255,31.80550328044283,13.341714999999386
cell_1,331.0,1.075012,1.0747969,0.016837185,35.662025,32.42258012974974,13.425973333332998
cell_1,332.0,1.0751935,1.0749838,0.01674358,35.715637,32.73658691047445,13.341648333333433
cell_1,333.0,1.0751543,1.0749624,0.016730849,35.635227,32.665486991023315,13.34126333333261
cell_1,334.0,1.0750471,1.0748674,0.016752653,35.519238,32.543549353102215,13.341663333333175
cell_1,335.0,1.0750059,1.0748223,0.01677168,35.549915,32.503103722018416,13.426065000000138
cell_1,336.0,1.0749389,1.0747997,0.016769163,35.803284,32.62603844010893,13.42599666666647
cell_1,337.0,1.0751619,1.0749435,0.016712848,36.133152,33.016324524456486,13.341526666666807
cell_1,338.0,1.0754133,1.0752203,0.016586032,36.556347,33.436570359750576,13.34158166666651
cell_1,339.0,1.0756236,1.0754386,0.016493537,36.847733,33.79494350848966,13.42586500000034
cell_1,340.0,1.0757637,1.0755651,0.016414857,37.045013,34.10398299452551,13.426186666666762
cell_1,341.0,1.0758748,1.075663,0.016360186,37.215553,34.317620820203786,13.425974999999744
cell_1,342.0,1.0759256,1.075729,0.016325129,37.227398,34.42499480563114,13.340823333334022
cell_1,343.0,1.0759102,1.0757049,0.016309898,37.293148,34.43215210675179,13.426183333333272
cell_1,344.0,1.0758578,1.0756336,0.016328493,36.87748,34.17853842831379,13.426541666667132
cell_1,345.0,1.0755669,1.0753709,0.016423948,36.417709,33.725428809394856,13.425983333333473
cell_1,346.0,1.0752485,1.0750666,0.016558776,36.062679,33.26315958561017,13.34199666666682
cell_1,347.0,1.074982,1.0747807,0.016660754,35.801975,32.90691098385642,13.341585000000002
cell_1,348.0,1.0747793,1.0745986,0.016724827,35.613159,32.67184564075065,13.341608333333474
cell_1,349.0,1.0746372,1.074461,0.016751114,35.549469,32.53382921685693,13.341343333333333
cell_1,350.0,1.0745953,1.0743701,0.016776841,35.544865,32.49074809782603,13.341621666666667
cell_1,351.0,1.0745516,1.0743418,0.016781125,35.564259,32.490503129798924,13.426069999999998
cell_1,352.0,1.0745178,1.0743058,0.016783591,35.610134,32.517530415537436,13.341384999999992
cell_1,353.0,1.0744298,1.0742794,0.01678706,35.640457,32.56018142960289,13.341319999999996
cell_1,354.0,1.0744505,1.0742538,0.016777648,35.608696,32.53541094055011,13.425881666666706
cell_1,355.0,1.0744126,1.0742036,0.016775979,35.682388,32.58965332097645,13.341620000000027
cell_1,356.0,1.0743464,1.074175,0.016787359,35.667061,32.6702809644485,13.42577666666669
cell_1,357.0,1.0743874,1.0741904,0.016757604,35.832165,32.76076290718838,13.341589999999997
cell_1,358.0,1.0745013,1.0742373,0.016706588,35.833015,32.833372494604276,13.42587333333328
cell_1,359.0,1.0744153,1.0742124,0.016721809,35.690109,32.746937999098286,13.341366666666605
cell_1,360.0,1.0742865,1.0740986,0.016756348,35.539902,32.55590778018016,13.34155833333328
cell_1,361.0,1.0741948,1.0740011,0.01677854,35.50164,32.465276122540246,13.341551666666662
cell_1,362.0,1.0741295,1.073921,0.0168026,35.640064,32.400685390638984,13.341358333333362
cell_1,363.0,1.074134,1.0739444,0.016793219,35.788006,32.6659330275801,13.426288333333286
cell_1,364.0,1.0743251,1.0741261,0.016703904,36.048786,32.970641701770795,13.341505000000081
cell_1,365.0,1.0744771,1.0742822,0.016612979,36.348663,33.31700688197615,13.341888333333312
cell_1,366.0,1.0746301,1.0744166,0.016551705,36.595692,33.53883200983896,13.426408333333287
cell_1,367.0,1.0746996,1.0744904,0.016507395,36.753204,33.72705739537034,13.341611666666722
cell_1,368.0,1.0747268,1.0745405,0.016477678,36.848049,33.873373514466586,13.426213333333362
cell_1,369.0,1.0747845,1.0745714,0.016444448,36.914722,33.957988885844834,13.425728333333488
cell_1,370.0,1.0747989,1.0745761,0.016423551,36.639114,33.95769651245548,13.34154166666655
cell_1,371.0,1.0744324,1.0742028,0.016449723,36.385044,33.688827586016515,13.425779999999941
cell_1,372.0,1.0743726,1.0741825,0.016563155,36.095181,33.28135593232413,13.341336666666514
cell_1,373.0,1.0741397,1.0739535,0.016651854,35.941364,32.941950743011745,13.426081666666626
cell_1,374.0,1.0739725,1.0737889,0.016712964,35.75293,32.75579684921377,13.341310000000037
cell_1,375.0,1.0738165,1.0736614,0.016749997,35.651367,32.65938184986595,13.341570000000017
cell_1,376.0,1.0737524,1.0735639,0.016773488,35.577374,32.57393138517178,13.341488333333352
cell_1,377.0,1.0733318,1.0731033,0.016780382,35.58456,32.53648406318677,13.426141666666565
cell_1,378.0,1.0735106,1.0733113,0.01678896,35.620842,32.545748100273414,13.341673333333407
cell_1,379.0,1.0735966,1.0734024,0.016782405,35.682365,32.5892010848973,13.341438333333402
cell_1,380.0,1.0735462,1.0733342,0.016768211,35.691021,32.65674148266663,13.341538333333544
cell_1,381.0,1.0735968,1.0734123,0.016755294,35.766193,32.704205673992675,13.425828333333145
cell_1,382.0,1.0736037,1.0733907,0.016751133,35.934875,32.82698826416814,13.42569333333328
cell_1,383.0,1.0734512,1.073264,0.016726516,35.997219,32.928343347670236,13.42603999999992
cell_1,384.0,1.0737031,1.0734711,0.016684169,36.063408,33.064834947416074,13.341806666666768
cell_1,385.0,1.0737282,1.0735219,0.016647581,36.012737,33.09932811090902,13.426503333333434
cell_1,386.0,1.0736164,1.0734172,0.016682457,35.900475,32.913043243049316,13.34156833333327
cell_1,387.0,1.0732094,1.0729911,0.016741551,35.681664,32.699491294594566,13.34163499999995
cell_1,388.0,1.0733148,1.0731207,0.016776789,35.533844,32.55702833483755,13.425661666666565
cell_1,389.0,1.0732375,1.0730581,0.016801335,35.754353,32.56560974158325,13.341249999999611
cell_1,390.0,1.0733236,1.0730963,0.016757237,36.018269,32.844899934137395,13.4258666666666
cell_1,391.0,1.0735202,1.0733042,0.016663665,36.341572,33.20714668152867,13.341536666666798
cell_1,392.0,1.0736946,1.0734773,0.016578045,36.538342,33.5142309889298,13.341340000000006
cell_1,393.0,1.0738062,1.0735828,0.016516613,36.734138,33.762432351526414,13.341233333333609
cell_1,394.0,1.0738928,1.0736738,0.01646862,36.933201,33.917685668508376,13.341796666666536
cell_1,395.0,1.0739291,1.0737245,0.016443297,36.967083,34.027856512419504,13.426438333333257
cell_1,396.0,1.0739547,1.0737344,0.016433176,36.917137,34.051426724231526,13.341381666666711
cell_1,397.0,1.0739543,1.0736878,0.016428763,36.614178,33.87018314403675,13.425689999999788
cell_1,398.0,1.0736508,1.0734484,0.01652105,36.273106,33.507651764220164,13.425910000000052
cell_1,399.0,1.0733641,1.0732822,0.016632039,35.993656,33.09409329707497,13.426068333333145
cell_1,400.0,1.0731798,1.0729774,0.016702458,35.789272,32.828608998198156,13.341406666666444
cell_1,401.0,1.0730301,1.0728321,0.016749432,35.712624,32.6712578410536,13.341713333333125
cell_1,402.0,1.0729581,1.072736,0.016774146,35.676598,32.617457111623565,13.425626666666357
cell_1,403.0,1.0728813,1.0726708,0.016789809,35.568306,32.564233541977615,13.341476666666374
cell_1,404.0,1.0728061,1.0726244,0.016794039,35.637234,32.562220752962595,13.341611666666966
cell_1,405.0,1.0728029,1.0725906,0.016784068,35.655319,32.56541406324471,13.341661666666429
cell_1,406.0,1.0727966,1.0725862,0.016776673,35.711006,32.631190263736244,13.341381666666711
cell_1,407.0,1.072812,1.0725919,0.016749993,35.809448,32.71708219026144,13.425790000000173
cell_1,408.0,1.0727965,1.0725843,0.01673875,36.042244,32.86679116561088,13.425890000000072
cell_1,409.0,1.072793,1.0725803,0.016722903,36.142597,33.01965187488665,13.341170000000178
cell_1,410.0,1.07291,1.0726626,0.016683349,36.283085,33.17636752297798,13.425808333333407
cell_1,411.0,1.0729449,1.0727199,0.016626976,36.339806,33.293426492362926,13.34149000000034
cell_1,412.0,1.0728635,1.072664,0.016636245,36.126884,33.220493262826224,13.341503333333337
cell_1,413.0,1.0727617,1.0725412,0.016687406,35.901516,32.99374783469574,13.425734999999985
cell_1,414.0,1.0726027,1.0723859,0.016736945,35.780109,32.738115398563735,13.425649999999829
cell_1,415.0,1.0724785,1.0722566,0.016777029,35.772709,32.632542495852505,13.426281666666425
cell_1,416.0,1.072441,1.0722212,0.016802037,35.913822,32.78008669816516,13.341859999999967
cell_1,417.0,1.0726017,1.0723907,0.016714204,36.26976,33.10465313008138,13.341381666666711
cell_1,418.0,1.0727917,1.0725625,0.016611768,36.517189,33.45028960530973,13.426334999999865
cell_1,419.0,1.0729266,1.0726941,0.016542058,36.741398,33.722812150925975,13.34160166666649
cell_1,420.0,1.0730158,1.0727656,0.016492654,36.804119,33.8966095308188,13.425680000000284
cell_1,421.0,1.0730367,1.0728256,0.016465312,36.915646,33.968276403721,13.426301666666404
cell_1,422.0,1.0730126,1.0728012,0.016447732,36.948402,33.97257507020701,13.425736666666731
cell_1,423.0,1.0729802,1.0727487,0.016460996,36.662392,33.8843797235772,13.34158000000025
cell_1,424.0,1.0727934,1.0726105,0.016498141,36.416008,33.59418339909093,13.425744999999976
cell_1,425.0,1.0725113,1.0723314,0.016620327,36.119926,33.20381780198016,13.341395000000194
cell_1,426.0,1.0722644,1.0720842,0.016712736,35.795486,32.86095794032538,13.341433333333407
cell_1,427.0,1.072119,1.0719064,0.016768318,35.644203,32.63077491851203,13.341326666666525
cell_1,428.0,1.0719939,1.0717921,0.016804297,35.624191,32.520500863841264,13.425918333333296
cell_1,429.0,1.0719556,1.0717678,0.016817378,35.629471,32.55765819384052,13.425864999999854
cell_1,430.0,1.0719351,1.0717295,0.016807901,35.602455,32.53516636305734,13.341711666666864
cell_1,431.0,1.0719007,1.0716873,0.016802372,35.700703,32.58192464738284,13.341500000000815
cell_1,432.0,1.0718796,1.0716751,0.016794771,35.70916,32.59311558764749,13.341526666665837
cell_1,433.0,1.0718626,1.071658,0.016796052,35.729122,32.61659516848813,13.425745000000461
cell_1,434.0,1.0718318,1.0716437,0.016784383,35.841454,32.6564900036036,13.425806666667146
cell_1,435.0,1.0718457,1.0717179,0.016772958,35.980446,32.85521987533638,13.341474999999628
cell_1,436.0,1.0718414,1.0716569,0.016748726,36.192169,32.97775488444041,13.341560000000754
cell_1,437.0,1.0719668,1.0717415,0.016681358,36.228909,33.13371262121217,13.426065000000138
cell_1,438.0,1.0719213,1.0717486,0.016667129,36.093479,33.08861465610859,13.341650000000179
cell_1,439.0,1.0717525,1.0715764,0.016722094,35.913872,32.860285662234034,13.341783333333053
cell_1,440.0,1.0716239,1.0714519,0.016762938,35.722183,32.69374377064222,13.34151000000032
cell_1,441.0,1.0715833,1.0713866,0.01679308,35.671547,32.63500085688563,13.426478333332732
cell_1,442.0,1.0715199,1.071328,0.016810363,35.802998,32.66880533488809,13.426201666666506
cell_1,443.0,1.0716007,1.071399,0.016763926,36.107132,32.88631884720948,13.426064999999168
cell_1,444.0,1.0717331,1.0715344,0.016696263,36.226398,33.116713707664914,13.426356666666106
cell_1,445.0,1.0718055,1.0716062,0.016636491,36.420422,33.310885434507625,13.341568333333514
cell_1,446.0,1.0715779,1.0713682,0.016602391,36.505611,33.49225126008966,13.341568333332543
cell_1,447.0,1.071839,1.0716555,0.016583877,36.668221,33.62980781100907,13.341766666666565
cell_1,448.0,1.0718482,1.0716705,0.016563365,36.625538,33.64834920598911,13.426253333332715
cell_1,449.0,1.0718659,1.0716629,0.01655715,36.695118,33.64971659028417,13.341608333332504
cell_1,450.0,1.0718762,1.0716491,0.016543746,36.46492,33.50061466149639,13.341313333333042
cell_1,451.0,1.0716312,1.0714531,0.016610824,36.145119,33.24873789805368,13.425679999999314
cell_1,452.0,1.0714047,1.0713217,0.016694849,35.885777,32.96258545594916,13.341408333332705
cell_1,453.0,1.0712407,1.0710694,0.016746838,35.828037,32.769803775768516,13.425856666666611
cell_1,454.0,1.0707967,1.0705805,0.016792485,35.710007,32.644619119856856,13.425866666666115
cell_1,455.0,1.0710164,1.0708497,0.016810477,35.741138,32.60409723126145,13.341651666666925
cell_1,456.0,1.0710196,1.0708133,0.016816534,35.744835,32.59875970477052,13.341559999999784
cell_1,457.0,1.0709519,1.0707811,0.016817691,35.766499,32.617426280909115,13.42619999999976
cell_1,458.0,1.0707879,1.070582,0.016810916,35.772171,32.60377974598927,13.341433333333892
cell_1,459.0,1.0708137,1.0706564,0.016826112,35.709305,32.60038941961853,13.425851666667343
cell_1,460.0,1.070776,1.0706022,0.016832763,35.702175,32.57379646292947,13.341555000000517
cell_1,461.0,1.0707228,1.0705407,0.016840788,35.782345,32.56287068288283,13.426505000000004
cell_1,462.0,1.070732,1.0705169,0.016846906,35.702194,32.58104746957309,13.341381666666667
cell_1,463.0,1.070677,1.0704881,0.016851272,35.659645,32.54506941946903,13.341581666666661
cell_1,464.0,1.0706482,1.0704535,0.016845321,35.649315,32.48666240944879,13.341340000000006
cell_1,465.0,1.0706171,1.0704134,0.016845122,35.622307,32.45367378492651,13.341545000000012
cell_1,466.0,1.0705854,1.0703781,0.016853373,35.545456,32.4324728187557,13.425744999999976
cell_1,467.0,1.070506,1.0703136,0.016865484,35.604389,32.41140632181819,13.425795000000047
cell_1,468.0,1.0704845,1.0702667,0.016868012,35.831192,32.458675056466255,13.426151666666676
cell_1,469.0,1.0704633,1.0703009,0.016855404,36.020584,32.723813036199125,13.426108333333348
cell_1,470.0,1.0707554,1.0705507,0.016732488,36.388062,33.25465686767898,14.342623333333298
cell_1,471.0,1.0709906,1.0707892,0.016612688,36.733856,33.60337757688809,13.341611666666601
cell_1,472.0,1.0711758,1.070963,0.016513601,37.102123,33.96329099012563,13.425801666666667
cell_1,473.0,1.07128,1.0710641,0.016437879,37.281357,34.27055643789661,13.341348333333372
cell_1,474.0,1.0713611,1.0711559,0.016385291,37.378815,34.45166431731648,13.341639999999947
cell_1,475.0,1.0714231,1.0712367,0.016361412,37.455574,34.53095936904771,13.425668333333306
cell_1,476.0,1.0711192,1.0708762,0.016359838,37.1842,34.48040558431004,13.341526666666686
cell_1,477.0,1.0712171,1.0710216,0.016404867,36.877117,34.10135926347836,13.425933333333282
cell_1,478.0,1.0708756,1.0707164,0.016537292,36.397858,33.58153318801849,13.341461666666753
cell_1,479.0,1.0706192,1.0704257,0.016665857,36.086323,33.14088954120879,13.341651666666682
cell_1,480.0,1.0698606,1.0696253,0.016744934,35.931126,32.89232024858227,13.42570666666664
cell_1,481.0,1.0701998,1.0700268,0.016781639,35.841923,32.72143615709163,13.425555000000168
cell_1,482.0,1.0701228,1.0699655,0.016793819,35.810528,32.702634726457426,13.341500000000087
cell_1,483.0,1.0699884,1.0698971,0.016821384,35.178368,32.491581843189984,13.34122833333313
cell_1,484.0,1.0683315,1.0681529,0.017364888,34.143806,30.126787431714007,13.425733333333483
cell_1,485.0,1.0676824,1.0676241,0.017523251,32.016819,29.348394087511405,13.34144833333315
cell_1,486.0,1.0658338,1.0656554,0.018364346,31.138468,27.324575920547932,13.341446666666647
cell_1,487.0,1.0693549,1.0689894,0.017633365,33.894257,30.39121887274365,13.341648333333433
cell_1,488.0,1.0673257,1.0669296,0.017619953,36.436886,30.389049764596844,13.425771666666455
cell_1,489.0,1.0684655,1.0684069,0.017114852,34.317268,31.416571065753452,13.341545000000043
cell_1,490.0,1.0684922,1.0682925,0.017270682,34.295994,30.97474658754512,13.341246666666605
cell_1,491.0,1.0686233,1.0683944,0.017272493,34.391674,31.00365494572216,13.341393333333448
cell_1,492.0,1.0687215,1.0685432,0.017235264,34.375992,31.11708710970084,13.425698333333276
cell_1,493.0,1.0687613,1.0685443,0.017208286,34.442608,31.168808267335713,13.425901666666565
cell_1,494.0,1.0686775,1.0684558,0.017153651,34.573586,31.189102718837848,13.425766666666702
cell_1,495.0,1.0684254,1.068252,0.017185608,34.448208,31.205329551541876,13.341530000000057
cell_1,496.0,1.0684909,1.0683022,0.01720017,34.622894,31.305070265268963,13.426333333333362
cell_1,497.0,1.0685868,1.0683242,0.017161246,34.773754,31.435821745387415,13.426631666666799
cell_1,498.0,1.0686284,1.0684354,0.017105417,34.938293,31.60339759303394,13.426064999999896
cell_1,499.0,1.0687661,1.0685285,0.017062185,35.14304,31.813610179417118,13.426185000000016
cell_1,500.0,1.0687946,1.0686156,0.017007161,35.16325,31.929440013574716,13.341491666666844
cell_1,501.0,1.0688471,1.0686058,0.0169905,35.324593,32.050960658158644,13.3418233333335
cell_1,502.0,1.0688672,1.0686595,0.016963145,35.403584,32.14729843848289,13.426358333333337
cell_1,503.0,1.0689055,1.0686318,0.016936116,35.177856,32.017935647548526,13.425870000000092
cell_1,504.0,1.0686378,1.0684257,0.017021827,34.828072,31.715735101382435,13.425744999999976
cell_1,505.0,1.0683414,1.0681417,0.017136356,34.458107,31.32157952270624,13.341378333333704
cell_1,506.0,1.0681521,1.067922,0.017221158,34.472366,31.098848616134703,13.341503333333337
cell_1,507.0,1.0680853,1.0679156,0.017243778,34.336689,31.03972023783781,13.341308333333291
cell_1,508.0,1.0680461,1.0678304,0.017225616,34.441628,31.07764072351879,13.341555000000032
cell_1,509.0,1.0680203,1.067775,0.017224859,34.390533,31.073882530482294,13.341465000000122
cell_1,510.0,1.0679197,1.0677133,0.017228957,34.402416,31.054769151841857,13.341341666666752
cell_1,511.0,1.0678998,1.0676709,0.017237039,34.478737,31.12326905590622,13.426208333333488
cell_1,512.0,1.0678747,1.0676194,0.017240426,34.499748,31.15662729097604,13.341461666667117
cell_1,513.0,1.0678192,1.0676215,0.01724284,34.492596,31.173255949321295,13.341570000000258
cell_1,514.0,1.0677906,1.0675765,0.017238513,34.55426,31.209026484573535,13.341498333333584
cell_1,515.0,1.0677688,1.0675566,0.017221836,34.733315,31.278984012785408,13.341300000000047
cell_1,516.0,1.067811,1.067554,0.017192364,34.649723,31.318317187050376,13.341783333333053
cell_1,517.0,1.0678419,1.0675844,0.017173052,34.636387,31.372838366236103,13.341516666666333
cell_1,518.0,1.0677091,1.067492,0.017196827,34.513474,31.230980552486198,13.426123333333331
cell_1,519.0,1.0676469,1.0674413,0.017245263,34.547173,31.263575333935048,13.425955000000249
cell_1,520.0,1.0671839,1.0668876,0.017245309,34.510891,31.35954672118959,13.341419999999925
cell_1,521.0,1.0677003,1.0675008,0.01719651,34.482407,31.29295432037037,13.341213333333144
cell_1,522.0,1.0675428,1.0673928,0.017158523,34.679356,31.291358223934704,13.425871666666838
cell_1,523.0,1.0675491,1.0672814,0.017202649,34.727379,31.346167258447476,13.426324999999876
cell_1,524.0,1.0676204,1.0673957,0.017151129,34.857944,31.49713471820677,13.341449999999895
cell_1,525.0,1.0677177,1.0674863,0.017091444,34.996517,31.661854080252468,13.341356666666979
cell_1,526.0,1.067748,1.0674937,0.017061582,35.02877,31.776061624309314,13.42610833333359
cell_1,527.0,1.067688,1.0674323,0.017042946,35.002628,31.784578876010762,13.425958333333256
cell_1,528.0,1.0676575,1.0674571,0.017056707,35.009308,31.761537878268758,13.425744999999976
cell_1,529.0,1.0676229,1.0673792,0.017078143,34.764805,31.630780681777022,13.341280000000067
cell_1,530.0,1.0675179,1.0672489,0.017106218,34.523682,31.346955406642817,13.341256666666595
cell_1,531.0,1.0671695,1.066981,0.017214609,34.65501,31.17910517190386,13.341653333333186
cell_1,532.0,1.0671716,1.0669448,0.01724083,34.557957,31.193014916044802,13.341409999999936
cell_1,533.0,1.0671701,1.0669885,0.017259853,34.485966,31.172304922445253,13.341683333333155
cell_1,534.0,1.0671188,1.066933,0.017249046,34.448662,31.17732592798537,13.341526666666807
cell_1,535.0,1.0671117,1.0668809,0.017248988,34.402691,31.13178273024519,13.4258666666666
cell_1,536.0,1.0670216,1.0668314,0.01722433,34.416027,31.156080305555587,13.425998333333215
cell_1,537.0,1.0670159,1.0667528,0.017220151,34.44862,31.107205817610065,13.426131666666576
cell_1,538.0,1.0668935,1.0666668,0.01722982,34.490345,31.147854023853174,13.341373333333468
cell_1,539.0,1.0667844,1.0666375,0.017245211,34.504795,31.12682988065105,13.425999999999961
cell_1,540.0,1.0667917,1.0665632,0.017252045,34.510838,31.15619662352942,13.42598666666648
cell_1,541.0,1.0666076,1.0664089,0.01726247,34.533485,31.167853104744918,13.425971666667222
cell_1,542.0,1.0667107,1.0664737,0.017254561,34.597836,31.202420717153352,13.425696666666772
cell_1,543.0,1.0667455,1.0665417,0.017207751,34.652847,31.285256455291965,13.341276666666575
cell_1,544.0,1.0667524,1.0665272,0.01719041,34.573196,31.30399094534058,13.34124666666612
cell_1,545.0,1.0666127,1.0664029,0.017228378,34.528393,31.145089787714554,13.425891666666333
cell_1,546.0,1.0666409,1.066429,0.017228484,34.575401,31.195025611313838,13.426228333333468
cell_1,547.0,1.0666418,1.0664387,0.01722174,34.662277,31.305165833485024,13.341760000000553
cell_1,548.0,1.0665967,1.0664126,0.017192909,34.641125,31.333245966485542,13.425918333333296
cell_1,549.0,1.0664319,1.0662727,0.017248521,34.763996,31.276681694977178,13.341646666666687
cell_1,550.0,1.0666416,1.066416,0.017155655,35.037125,31.586589056401106,13.341423333332447
cell_1,551.0,1.0668385,1.0665996,0.017048666,35.233536,31.863497292504594,13.425803333332684
cell_1,552.0,1.0669435,1.0667045,0.016991565,35.44215,32.100818529574845,13.341396666666453
cell_1,553.0,1.0669556,1.0667614,0.016958937,35.4701,32.21648723425024,13.341634999999465
